Country,Code,Year,Share of the richest quintile in total income or expenditure,Share of the 4th quintile in total income or expenditure,Share of the 3rd quintile in total income or expenditure,Share of the 2nd quintile in total income or expenditure,Share of the poorest quintile in total income or expenditure
China,CHN,1990,40.7899442,22.11799811,16.3670738,12.44600911,8.278974774
China,CHN,1993,42.21074766,22.07848789,15.85458809,11.98606011,7.870116253
China,CHN,1996,42.8770816,22.37342735,15.86492709,11.49168745,7.392876515
China,CHN,1999,45.56061831,22.33663392,15.0516037,10.51046278,6.540681287
China,CHN,2002,47.93976349,22.35549199,14.40914427,9.613761679,5.681838565
China,CHN,2005,47.12581666,22.26657389,14.70557992,9.982320873,5.91970866
China,CHN,2008,48.40151886,22.4572084,14.49658173,9.404300483,5.240390536
China,CHN,2010,49.03825596,22.32534806,14.34233056,9.212643394,5.081422021
China,CHN,2011,48.05987582,22.28860909,14.61983758,9.638867017,5.392810482
China,CHN,2012,47.82643748,22.4068486,14.74670646,9.67358564,5.346421826
China,CHN,2013,46.3393539,22.12790022,14.97841525,10.3354421,6.218888528
China,CHN,2014,45.77886081,22.3064199,15.18528344,10.48490747,6.244528378
China,CHN,2015,45.37938061,22.2666039,15.28452115,10.63384479,6.43564954
China,CHN,2016,45.33380691,22.24310312,15.27951006,10.66158207,6.481997848
China,CHN,2017,45.85566859,22.12349176,15.13766944,10.5148712,6.368299011
China,CHN,2018,45.42009374,22.15879693,15.2545462,10.67287839,6.493684738
China,CHN,2019,45.33529116,21.9849963,15.21546192,10.74274901,6.721501601
China - rural,,1981,34.68537997,22.70006359,18.27582443,14.54733125,9.79140077
China - rural,,1984,36.37062145,22.39882856,17.77334212,14.00077424,9.456433622
China - rural,,1987,38.18261995,22.54773095,17.45538678,13.34033608,8.473926226
China - rural,,1990,39.8585856,21.34223459,16.73300538,13.10181086,8.964363571
China - rural,,1993,41.14914748,20.77468038,16.41401701,12.90597116,8.756183976
China - rural,,1996,42.20369331,21.50919069,16.03781243,12.06639461,8.182908955
China - rural,,1999,43.60813656,21.33769739,15.66076357,11.61631365,7.777088829
China - rural,,2002,45.7215443,21.04621291,15.08363134,10.95270468,7.195906771
China - rural,,2005,43.68853041,21.62333158,15.75786731,11.52023942,7.410031288
China - rural,,2008,46.60567628,21.16551084,14.93325047,10.61318472,6.682377689
China - rural,,2010,47.74670451,20.77030031,14.56515686,10.33615023,6.581688085
China - rural,,2011,45.79151012,21.29986551,15.21095832,10.88916368,6.808502357
China - rural,,2012,46.58960193,21.22392046,14.98781943,10.61940368,6.579254504
China - rural,,2013,42.02269803,22.02415533,16.26897463,11.99960638,7.684565625
China - rural,,2014,41.75925891,22.12455082,16.38581389,12.08151326,7.648863122
China - rural,,2015,41.43425357,22.11606249,16.42625892,12.17871665,7.844708364
China - rural,,2016,41.37172109,22.12221325,16.45282789,12.20634251,7.846895261
China - rural,,2017,42.30970802,21.89529191,16.17792508,11.94462004,7.672454947
China - rural,,2018,41.68843579,22.00920945,16.37134703,12.14411824,7.786889495
China - rural,,2019,41.22632362,21.88912556,16.38424994,12.30675129,8.193549592
China - urban,,1981,30.36280784,22.55381257,19.05992671,16.02685172,11.99660117
China - urban,,1984,30.06157106,22.42916475,19.02910957,16.11001607,12.37013854
China - urban,,1987,31.47713294,22.6034954,18.89129971,15.69881589,11.32925606
China - urban,,1990,35.39846362,22.68439079,18.04434059,14.23159025,9.641214753
China - urban,,1993,37.68137727,22.40777647,17.44666497,13.4959777,8.968203595
China - urban,,1996,38.17501059,22.44670513,17.28097561,13.25387946,8.843429203
China - urban,,1999,39.88578413,22.48518973,16.92539695,12.64563635,8.057992831
China - urban,,2002,41.29935414,22.3235737,16.49297868,12.17938359,7.704709881
China - urban,,2005,42.33090855,22.21010897,16.23717359,11.86227038,7.359538512
China - urban,,2008,42.84949391,21.88563278,16.14254201,11.81623129,7.306100023
China - urban,,2010,43.38554205,21.79299783,15.95827254,11.62884118,7.2343464
China - urban,,2011,43.29151427,21.76701732,15.95628892,11.65973869,7.325440802
China - urban,,2012,43.0704818,21.89472461,16.02681147,11.68858141,7.319400718
China - urban,,2013,43.8382526,22.16593454,15.91901714,11.32464906,6.752146661
China - urban,,2014,43.44846205,22.39053066,16.10194549,11.41327275,6.645789052
China - urban,,2015,43.33141866,22.31188245,16.08957273,11.46836313,6.79876303
China - urban,,2016,43.35208917,22.33317392,16.04071334,11.42118021,6.852843351
China - urban,,2017,43.98387598,22.29387762,15.87294243,11.20120593,6.648098044
China - urban,,2018,43.89528651,22.41907451,15.90052973,11.17525095,6.609858302
China - urban,,2019,44.15136535,22.24740263,15.77679288,11.12882383,6.695615312
Colombia,COL,1992,56.67179229,19.4146928,12.23721126,7.998445266,3.67785838
Colombia,COL,1996,60.78175371,18.45928138,11.3422844,6.988587396,2.428093111
Colombia,COL,1999,62.38975612,18.17254579,10.90414974,6.495084335,2.038464012
Colombia,COL,2000,62.24435732,18.13741987,10.9731103,6.74296148,1.902151032
Colombia,COL,2001,61.44864527,18.20828526,11.08455424,6.889108781,2.369406444
Colombia,COL,2002,60.61960248,18.40140387,10.94358601,6.845193705,3.190213938
Colombia,COL,2003,58.5886813,18.806286,11.66397758,7.468434241,3.472620875
Colombia,COL,2004,60.04846918,18.25140837,11.07401508,7.08479589,3.541311479
Colombia,COL,2005,58.99689844,18.63837342,11.46573008,7.342679056,3.556319004
Colombia,COL,2008,59.69898126,19.02766884,11.37021205,6.870641166,3.032496683
Colombia,COL,2009,58.79070617,19.23737497,11.57369883,7.125320856,3.272899171
Colombia,COL,2010,59.24626406,18.97627691,11.39680732,7.070491146,3.310160574
Colombia,COL,2011,58.18479824,19.29076585,11.70357869,7.336124145,3.484733073
Colombia,COL,2012,57.25958582,19.69997855,12.03593148,7.486828868,3.517675284
Colombia,COL,2013,57.30126066,19.59547842,12.06289623,7.507035619,3.533329064
Colombia,COL,2014,57.23958331,19.58005727,12.06809255,7.556008089,3.556258794
Colombia,COL,2015,55.7888677,19.99388278,12.49524115,7.899701374,3.822307003
Colombia,COL,2016,55.45966616,19.93347094,12.63732291,8.068178567,3.90136143
Colombia,COL,2017,54.76996102,20.08928832,12.80540191,8.256154909,4.079193843
Colombia,COL,2018,55.42366216,19.8858707,12.62648191,8.094070597,3.969914635
Colombia,COL,2019,56.15109386,19.80743981,12.44730202,7.882866185,3.711298121
Colombia,COL,2020,58.31050906,19.55161094,11.94347682,7.360509682,2.833893494
Colombia - urban,,1980,62.71304747,18.19566405,10.5196006,5.966956225,2.604731658
Colombia - urban,,1988,57.33931128,20.0002965,12.12158548,7.204227675,3.334579069
Colombia - urban,,1989,58.01830924,19.4578237,11.8450851,7.154974034,3.523807924
Colombia - urban,,1991,55.7795153,20.44190219,12.57425347,7.595431824,3.608897213
Comoros,COM,2004,61.40540248,16.55220109,10.76726556,7.265521244,4.009609625
Comoros,COM,2014,50.35381087,22.18172277,13.91066502,9.080124227,4.473677116
Congo,COG,2005,53.25432271,20.3743865,12.86256499,8.61300068,4.895725117
Congo,COG,2011,53.73576457,20.67208111,13.17048955,8.22607452,4.195590253
Costa Rica,CRI,1981,51.39622133,22.79047117,14.13960549,8.326272945,3.347429071
Costa Rica,CRI,1986,39.57848417,24.91492981,18.0586953,12.2346452,5.213245517
Costa Rica,CRI,1989,49.93640248,22.23311782,14.71971511,9.385644974,3.725119608
Costa Rica,CRI,1990,49.62608529,22.48769133,14.62005242,9.505896826,3.760274124
Costa Rica,CRI,1991,50.86542222,22.09072252,14.37243349,9.07699241,3.594429354
Costa Rica,CRI,1992,50.29228196,22.00743576,14.37915866,9.354954984,3.966168646
Costa Rica,CRI,1993,50.56322193,22.08595386,14.27422937,9.224312465,3.852282372
Costa Rica,CRI,1994,51.52255935,21.40469967,13.97678135,9.124328731,3.971630894
Costa Rica,CRI,1995,50.36964202,22.00276184,14.3144509,9.320718936,3.992426299
Costa Rica,CRI,1996,51.17208582,21.88991228,14.04297309,9.092965031,3.802063771
Costa Rica,CRI,1997,50.58209111,21.75906526,14.23794876,9.208251594,4.212643266
Costa Rica,CRI,1998,50.81265867,21.65064021,14.05159209,9.156006397,4.329102639
Costa Rica,CRI,1999,52.6462939,21.12990168,13.50370175,8.785407211,3.934695463
Costa Rica,CRI,2000,52.12233838,21.49041384,13.66807911,8.858724271,3.860444404
Costa Rica,CRI,2001,56.20823473,20.1404327,12.35510146,7.833374083,3.462857032
Costa Rica,CRI,2002,56.72260326,19.69519175,12.23591218,7.804818276,3.541474534
Costa Rica,CRI,2003,53.96338183,21.09861483,13.03328762,8.23884156,3.665874164
Costa Rica,CRI,2004,53.38253232,21.03834569,13.13137806,8.469706087,3.978037847
Costa Rica,CRI,2005,52.8048904,21.03588728,13.25115855,8.669414302,4.238649466
Costa Rica,CRI,2006,54.70002455,20.0869036,12.7634375,8.337292297,4.112342047
Costa Rica,CRI,2007,54.9977714,19.65245353,12.59888091,8.423051149,4.327843015
Costa Rica,CRI,2008,54.13275416,20.27469521,12.8009269,8.468832737,4.322790998
Costa Rica,CRI,2009,55.86555749,19.86849772,12.34645414,7.963045057,3.956445591
Costa Rica,CRI,2010,53.63214072,20.52382971,12.8966786,8.507976146,4.439374829
Costa Rica,CRI,2011,53.94716233,20.77688852,12.86565281,8.243002088,4.167294255
Costa Rica,CRI,2012,53.61949183,20.84730814,12.97280727,8.360379508,4.200013251
Costa Rica,CRI,2013,54.18668263,21.04053636,12.56221957,8.152001463,4.058559973
Costa Rica,CRI,2014,53.94977474,20.75678105,12.82319984,8.26947708,4.200767297
Costa Rica,CRI,2015,53.87785516,20.59227062,12.8378001,8.441990289,4.250083836
Costa Rica,CRI,2016,54.02265581,20.64394382,12.81413306,8.30344826,4.215819044
Costa Rica,CRI,2017,53.97848446,20.46838296,12.75630082,8.401705041,4.39512671
Costa Rica,CRI,2018,53.31861377,20.88048666,13.01794245,8.51742386,4.265533257
Costa Rica,CRI,2019,53.70335941,20.72958222,12.79518033,8.379562576,4.392315458
Costa Rica,CRI,2020,54.41316045,20.89160251,12.59379218,8.078521371,4.022923491
Cote d'Ivoire,CIV,1985,51.29067083,20.65148935,13.77487807,9.333728953,4.949232789
Cote d'Ivoire,CIV,1986,45.44683216,21.63262633,15.15778087,10.87656203,6.886198613
Cote d'Ivoire,CIV,1987,47.57378492,20.96754507,14.78891913,10.38360376,6.286147133
Cote d'Ivoire,CIV,1988,43.91171151,22.48766353,15.47016348,11.31839652,6.81206496
Cote d'Ivoire,CIV,1992,45.81402955,22.3223771,15.33110658,10.55149443,5.980992341
Cote d'Ivoire,CIV,1995,47.56224718,21.14774142,14.53301843,10.17537028,6.581622685
Cote d'Ivoire,CIV,1998,46.20344875,21.42458736,15.18839199,10.83239184,6.351180056
Cote d'Ivoire,CIV,2002,48.49286199,20.60119194,14.26135809,10.58301123,6.061576748
Cote d'Ivoire,CIV,2008,49.01205575,21.72028466,14.32151272,9.830600311,5.115546553
Cote d'Ivoire,CIV,2015,47.77726478,21.63369438,14.63896827,10.24025406,5.709818509
Cote d'Ivoire,CIV,2018,44.6794415,21.84849831,15.41857202,11.02248052,7.031007653
Croatia,HRV,1998,37.45881239,23.08423003,17.38636996,13.36143937,8.709148247
Croatia,HRV,1999,37.02647472,22.38661178,17.56571049,13.79031185,9.230891162
Croatia,HRV,2000,39.92786169,22.2809063,16.81968805,12.66727289,8.304271076
Croatia,HRV,2001,39.62606505,22.50863162,16.92326678,12.68102728,8.26100927
Croatia,HRV,2004,38.45663913,22.59781873,17.15084352,13.15610533,8.638593296
Croatia,HRV,2008,42.24697546,21.27523101,16.13439441,12.35910047,7.984298644
Croatia,HRV,2009,41.75079977,21.61992467,16.29257354,12.37585597,7.960846045
Croatia,HRV,2010,36.89949408,22.41784754,17.54462218,13.7659004,9.372135792
Croatia,HRV,2011,39.21048681,23.64105124,17.52206837,12.73370338,6.892690202
Croatia,HRV,2012,39.4527888,23.66517851,17.27222357,12.71915823,6.89065089
Croatia,HRV,2013,39.06945744,23.57495546,17.52229321,12.76627333,7.067020551
Croatia,HRV,2014,39.12909284,23.54803943,17.46166218,12.77535975,7.085845803
Croatia,HRV,2015,38.43893841,23.45010075,17.78184736,13.0645165,7.264596988
Croatia,HRV,2016,38.31954416,23.35878934,17.83880546,13.17890938,7.303951666
Croatia,HRV,2017,37.89060719,23.34673213,18.01092497,13.34316511,7.408570595
Croatia,HRV,2018,37.69847929,23.18306404,17.80642874,13.46556106,7.846466873
Croatia,HRV,2019,36.97601123,23.25301263,18.07662614,13.65968317,8.034666829
Cyprus,CYP,2004,38.96248251,22.29987057,16.98058668,12.97952091,8.777539332
Cyprus,CYP,2005,39.33857331,21.95450714,16.89152814,12.88226307,8.933128355
Cyprus,CYP,2006,40.07950317,21.6087948,16.68467553,12.81636151,8.810664982
Cyprus,CYP,2007,40.00648635,21.90434473,16.73968541,12.61289486,8.736588654
Cyprus,CYP,2008,40.60117607,21.64101106,16.56609132,12.5445183,8.647203244
Cyprus,CYP,2009,40.76197162,21.88811497,16.37912813,12.49894984,8.471835432
Cyprus,CYP,2010,40.44706091,21.76694985,16.41644138,12.77214216,8.597405712
Cyprus,CYP,2011,41.3234706,21.64799833,16.17408776,12.4655766,8.388866719
Cyprus,CYP,2012,42.739949,21.3552099,15.80590785,12.1085466,7.99038666
Cyprus,CYP,2013,45.14847672,20.65850595,15.11343758,11.40910373,7.670476022
Cyprus,CYP,2014,43.60277727,21.2824141,15.77088635,11.79098103,7.552941252
Cyprus,CYP,2015,42.13824219,21.70073281,16.176354,12.13499536,7.849675646
Cyprus,CYP,2016,41.4476474,21.68482226,16.2667428,12.38543084,8.215356696
Cyprus,CYP,2017,40.1680315,21.88394753,16.72350189,12.87332916,8.351189924
Cyprus,CYP,2018,41.42078136,21.44957382,16.24683265,12.50235012,8.380462046
Cyprus,CYP,2019,40.06596142,21.83614465,16.74297842,12.84126827,8.513647232
Czechia,CZE,1992,32.59048269,21.69101044,18.38560481,15.63674173,11.69616033
Czechia,CZE,1993,37.23880203,21.40601395,17.04741105,13.8689824,10.43879056
Czechia,CZE,1996,35.99859514,21.87891056,17.73030473,14.55795906,9.834230511
Czechia,CZE,2002,36.5119176,21.82102648,17.78500375,14.38722026,9.494831906
Czechia,CZE,2004,37.00219357,21.94173613,17.72658894,14.28349454,9.045986811
Czechia,CZE,2005,36.74611379,21.7358725,17.77343266,14.46249574,9.282085302
Czechia,CZE,2006,36.54404987,21.90002726,17.74904902,14.48957195,9.317301903
Czechia,CZE,2007,36.18237684,21.77844944,17.70579829,14.60494675,9.728428687
Czechia,CZE,2008,36.49704573,21.56511293,17.56955785,14.5845175,9.783765987
Czechia,CZE,2009,36.17504536,21.86648334,17.73802053,14.59569321,9.624757562
Czechia,CZE,2010,36.4393253,21.97202188,17.72828572,14.48490222,9.375464885
Czechia,CZE,2011,36.18760427,21.97730056,17.90714086,14.58958013,9.338374182
Czechia,CZE,2012,36.11237852,21.91674845,17.89114389,14.51728057,9.562448556
Czechia,CZE,2013,36.40643346,21.79200967,17.82219027,14.53135863,9.448007968
Czechia,CZE,2014,36.03467643,21.90165611,17.77071391,14.63131301,9.661640536
Czechia,CZE,2015,35.94276822,21.92358897,17.79299801,14.67465127,9.665993525
Czechia,CZE,2016,35.79485905,21.83810907,17.67760253,14.73286038,9.956568969
Czechia,CZE,2017,35.4126714,21.98931604,17.65316788,14.74226222,10.20258246
Czechia,CZE,2018,35.50934645,22.01002667,17.62815878,14.67324518,10.17922292
Czechia,CZE,2019,35.70405118,22.06897461,17.64319158,14.47217183,10.11161081
Democratic Republic of Congo,COD,2004,48.49981143,21.58668192,14.33503213,9.888033746,5.690440766
Democratic Republic of Congo,COD,2012,48.36506605,21.62439073,14.48726128,9.984114001,5.539167936
Denmark,DNK,1987,35.73777571,22.54779019,17.92679535,14.39379304,9.393845702
Denmark,DNK,1992,34.53061541,22.62662836,18.22713921,14.85053015,9.765086861
Denmark,DNK,1995,33.63307122,22.49993011,18.22197892,14.9493589,10.69566085
Denmark,DNK,2000,34.16653703,22.61735258,18.08030474,14.7051835,10.43062215
Denmark,DNK,2003,35.45890691,22.51618931,17.85996308,14.34110186,9.823838847
Denmark,DNK,2004,34.89952698,22.63899178,17.99072563,14.53206294,9.938692678
Denmark,DNK,2005,35.15782499,22.49591106,17.92621316,14.58414695,9.835903842
Denmark,DNK,2006,35.82047919,22.29578056,17.70497927,14.3356207,9.843140281
Denmark,DNK,2007,36.14014316,22.1159081,17.58948745,14.36986661,9.784594674
Denmark,DNK,2008,35.18519727,22.47897786,17.956769,14.53908578,9.839970092
Denmark,DNK,2009,36.06584022,22.51254826,17.88620293,14.32285554,9.212553058
Denmark,DNK,2010,36.68750184,22.26797256,17.61551743,14.12675773,9.302250445
Denmark,DNK,2011,36.79796712,22.26222399,17.54080124,14.04101705,9.357990598
Denmark,DNK,2012,37.26518862,22.06608713,17.3931736,13.95222374,9.323326904
Denmark,DNK,2013,37.89211893,21.93914223,17.29175891,13.7814514,9.095528527
Denmark,DNK,2014,37.69679486,21.97285135,17.2909125,13.94693585,9.092505437
Denmark,DNK,2015,37.72294516,21.81178367,17.17581192,13.88562996,9.403829295
Denmark,DNK,2016,37.56147834,21.96204109,17.35121463,13.89186322,9.233402714
Denmark,DNK,2017,38.05163213,21.91462041,17.20200538,13.70418205,9.12756003
Denmark,DNK,2018,37.65873747,21.94537041,17.34226184,13.78461579,9.269014485
Denmark,DNK,2019,37.3222393,21.93431256,17.27718433,13.97234571,9.493918095
Djibouti,DJI,2002,46.50956026,21.78262901,15.10842192,10.58156796,6.017820841
Djibouti,DJI,2012,50.33442708,21.18796752,14.43984003,9.761849479,4.275915886
Djibouti,DJI,2013,49.96429519,20.87273045,14.55677638,9.685032772,4.921165208
Djibouti,DJI,2017,47.59267083,21.53782085,15.05164032,10.42166801,5.396199987
Dominican Republic,DOM,1986,52.35711416,21.36861545,13.77668436,8.57432241,3.923263626
Dominican Republic,DOM,1989,55.47228961,19.90931001,12.53547386,7.890819533,4.192106984
Dominican Republic,DOM,1992,56.46991711,18.87820578,12.27180939,8.069523757,4.310543965
Dominican Republic,DOM,1996,52.7195967,20.73990248,13.48846127,8.750637264,4.301402279
Dominican Republic,DOM,1997,53.68502686,20.58365365,13.27852261,8.484643209,3.968153674
Dominican Republic,DOM,2000,56.18981747,20.0681396,12.29778755,7.727969188,3.716286192
Dominican Republic,DOM,2001,55.22483245,19.92882728,12.67271222,8.06800287,4.105625189
Dominican Republic,DOM,2002,54.3943139,20.58950191,12.97931368,8.248596249,3.788274269
Dominican Republic,DOM,2003,57.09559363,19.25361112,12.09896644,7.732532035,3.81929678
Dominican Republic,DOM,2004,57.13584963,19.16708718,12.04833308,7.764642476,3.88408763
Dominican Republic,DOM,2005,55.2717931,19.93019302,12.57185933,8.123693296,4.102461261
Dominican Republic,DOM,2006,57.00214996,19.37985549,12.01184331,7.663269326,3.942881913
Dominican Republic,DOM,2007,54.4126712,19.8385566,12.93135628,8.444912007,4.372503918
Dominican Republic,DOM,2008,53.63720459,20.24061775,12.99197408,8.548734533,4.58146905
Dominican Republic,DOM,2009,54.57049363,19.781142,12.76355291,8.404912616,4.47989884
Dominican Republic,DOM,2010,52.9222383,20.80301314,13.13027201,8.501010616,4.64346594
Dominican Republic,DOM,2011,53.206144,20.5689429,12.92161525,8.561107302,4.742190551
Dominican Republic,DOM,2012,51.99347359,20.55437913,13.50474227,9.033668956,4.913736057
Dominican Republic,DOM,2013,53.63809879,19.86546656,12.98935797,8.679422354,4.827654318
Dominican Republic,DOM,2014,50.20148126,21.53011378,13.90680738,9.31109009,5.050507488
Dominican Republic,DOM,2015,51.05062719,20.93967931,13.75255334,9.250010758,5.007129401
Dominican Republic,DOM,2016,51.54191424,20.76817205,13.78311488,9.049773058,4.857025766
Dominican Republic,DOM,2017,48.92205902,20.63337569,14.35830986,10.169095,5.917160436
Dominican Republic,DOM,2018,50.10839175,20.38446333,13.9052467,9.804898654,5.796999565
Dominican Republic,DOM,2019,48.55322928,20.98347423,14.38994828,10.10064734,5.972700865
Dominican Republic,DOM,2020,46.50620228,21.67511938,14.92054243,10.68795098,6.210184929
Ecuador,ECU,1994,57.94340541,19.07027148,12.01587649,7.740814559,3.229632062
Ecuador,ECU,1999,62.4642392,17.6819639,10.73024492,6.529858287,2.593693691
Ecuador,ECU,2000,60.70337253,18.08166672,11.22035207,6.952710794,3.041897882
Ecuador,ECU,2003,58.0773415,19.47873794,11.85879384,7.319336377,3.265790338
Ecuador,ECU,2004,58.32633178,19.39976285,11.76642765,7.303806484,3.203671226
Ecuador,ECU,2005,57.49101792,19.85964191,12.01348086,7.386670838,3.24918847
Ecuador,ECU,2006,56.96429282,19.62274442,12.08601893,7.651593435,3.675350397
Ecuador,ECU,2007,58.0220412,19.36628807,11.73212015,7.420454925,3.459095654
Ecuador,ECU,2008,54.63074621,20.56155506,12.88100303,8.11788764,3.808808059
Ecuador,ECU,2009,53.51146269,20.79973195,13.09586275,8.492077469,4.100865138
Ecuador,ECU,2010,53.93092894,20.52514808,13.00421456,8.398210942,4.141497485
Ecuador,ECU,2011,51.01626754,21.70816934,13.8997163,8.957845578,4.418001247
Ecuador,ECU,2012,51.14102543,21.55846774,14.01341737,8.956447644,4.330641813
Ecuador,ECU,2013,52.20131382,21.04698913,13.48020102,8.737950529,4.533545506
Ecuador,ECU,2014,50.59515248,21.24737103,14.00740227,9.335406961,4.814667252
Ecuador,ECU,2015,51.26601826,21.28375431,13.79423368,9.09253198,4.563461773
Ecuador,ECU,2016,50.46654108,21.35809711,14.10129981,9.383281307,4.69078069
Ecuador,ECU,2017,50.14551826,21.4857821,14.26317132,9.358546827,4.746981497
Ecuador,ECU,2018,50.96081896,21.19897492,14.04065834,9.207594974,4.591952813
Ecuador,ECU,2019,50.98054387,21.46740178,13.94305117,9.07074981,4.538253374
Ecuador,ECU,2020,52.2620036,21.15383622,13.5529499,8.93772473,4.093485546
Ecuador - urban,,1987,54.43470745,20.90258326,13.31567919,8.062162596,3.284867506
Ecuador - urban,,1995,56.08573833,19.50116151,12.47287524,8.253577044,3.686647872
Ecuador - urban,,1998,54.77892284,20.65822296,12.49388952,8.149386579,3.9195781
Egypt,EGY,1990,41.09440421,21.43726389,16.27048888,12.48290461,8.714938418
Egypt,EGY,1995,39.90570332,21.17716583,16.39964887,13.01104618,9.50643581
Egypt,EGY,1999,42.09911064,20.6506593,15.8263485,12.47548929,8.948392266
Egypt,EGY,2004,41.39628094,20.82242988,16.07180931,12.72966462,8.979815258
Egypt,EGY,2008,40.78957574,20.8433849,16.2142494,12.97794537,9.174844586
Egypt,EGY,2010,40.08623423,21.05045289,16.35839497,13.11094783,9.393970076
Egypt,EGY,2012,38.57708501,21.24584622,16.72218209,13.60570874,9.849177938
Egypt,EGY,2015,41.48863285,20.55692199,16.03959568,12.79145862,9.123390875
Egypt,EGY,2017,41.00687536,21.04766127,16.15247033,12.81431525,8.978677796
El Salvador,SLV,1991,57.58791674,20.07434321,12.34109819,7.423778743,2.572863116
El Salvador,SLV,1995,54.54917965,20.22976397,13.12238115,8.37549081,3.723184421
El Salvador,SLV,1996,55.48674593,20.22432055,12.76305915,8.066322912,3.45955146
El Salvador,SLV,1998,57.48592812,20.83949159,12.6175522,7.044314856,2.012713238
El Salvador,SLV,1999,55.68158078,21.25335736,12.88670611,7.66769695,2.510658804
El Salvador,SLV,2000,55.75706448,20.52382077,12.71340945,7.793210852,3.212494441
El Salvador,SLV,2001,55.45657591,20.87401689,12.83431236,7.750932283,3.084162562
El Salvador,SLV,2002,55.69773161,20.93988482,12.73148699,7.639169496,2.991727084
El Salvador,SLV,2003,54.1725147,21.51675258,13.39333725,8.088356519,2.829038958
El Salvador,SLV,2004,52.32284606,21.59304499,13.59512478,8.760595349,3.72838882
El Salvador,SLV,2005,53.23303658,20.9928948,13.34161258,8.590409796,3.84204624
El Salvador,SLV,2006,51.32712746,20.75943581,13.83358606,9.298500417,4.781350245
El Salvador,SLV,2007,51.220189,20.51432493,13.67790972,9.402140851,5.185435492
El Salvador,SLV,2008,52.44928601,20.75348531,13.32223742,8.839057807,4.635933449
El Salvador,SLV,2009,51.64625585,20.46375974,13.78163061,9.244306951,4.864046856
El Salvador,SLV,2010,49.38265108,21.49638169,14.35443811,9.622232976,5.144296149
El Salvador,SLV,2011,48.652441,21.26714114,14.46568447,10.03014035,5.584593048
El Salvador,SLV,2012,48.18709393,21.25157862,14.65079633,10.18463673,5.725894394
El Salvador,SLV,2013,49.63533434,20.71547896,14.25796098,9.849303446,5.541922271
El Salvador,SLV,2014,48.01101159,21.38726522,14.66113335,10.1718976,5.768692238
El Salvador,SLV,2015,47.17334123,21.41038555,14.84545359,10.45630635,6.114513283
El Salvador,SLV,2016,46.37876714,21.88398525,15.22732261,10.56437526,5.945549741
El Salvador,SLV,2017,44.73083599,22.19355336,15.6740843,11.00302833,6.39849801
El Salvador,SLV,2018,45.24996697,22.13222962,15.54399197,10.86806737,6.205744075
El Salvador,SLV,2019,45.59231682,21.9075997,15.35843818,10.83764772,6.30399758
Estonia,EST,1993,46.29247573,21.33362674,15.15206166,10.81480439,6.407031483
Estonia,EST,1995,38.21066096,23.38880079,17.46112771,12.86537306,8.074037484
Estonia,EST,1998,45.11797243,21.6073933,15.32366735,10.95979003,6.99117689
Estonia,EST,2000,43.14212702,22.20546259,16.06026643,11.65992005,6.932223903
Estonia,EST,2001,43.41310882,22.13928413,15.85169079,11.56197573,7.033940535
Estonia,EST,2002,43.08056383,22.40679879,15.95240154,11.64914762,6.911088219
Estonia,EST,2003,42.10189213,22.55728966,16.46120259,11.94342763,6.936187996
Estonia,EST,2004,42.82521051,22.05449103,16.30903994,11.85100293,6.960255583
Estonia,EST,2005,41.32951253,22.27191057,16.30299274,12.74235903,7.353225134
Estonia,EST,2006,41.69470072,21.90406911,16.25082659,12.60192623,7.548477339
Estonia,EST,2007,39.3172825,22.95992649,16.75308449,13.00799644,7.961710074
Estonia,EST,2008,40.06075558,22.59591433,16.58665381,12.9713731,7.785303175
Estonia,EST,2009,39.64606175,22.51580634,16.91906695,13.24953515,7.669529805
Estonia,EST,2010,39.69909571,22.81939504,17.0387997,13.25283917,7.189870393
Estonia,EST,2011,40.26064654,22.78023009,16.61980474,13.03937033,7.299948303
Estonia,EST,2012,40.73137512,22.63214696,16.45743894,12.85208747,7.32695152
Estonia,EST,2013,42.45187847,22.57051362,15.94421462,12.23097724,6.802416053
Estonia,EST,2014,42.10859655,22.54897702,16.08627689,12.29436414,6.961785409
Estonia,EST,2015,40.41362399,23.15963796,16.41441407,12.54650282,7.465821152
Estonia,EST,2016,39.08247655,23.57813892,16.80048635,12.70197669,7.836921489
Estonia,EST,2017,38.35416317,23.72906546,17.01467432,12.83683523,8.065261824
Estonia,EST,2018,38.33031797,23.6815997,17.13011936,12.80762763,8.050335343
Estonia,EST,2019,38.91879349,23.24784663,16.9280644,12.85317769,8.052117799
Eswatini,SWZ,1994,64.01699242,17.40411166,10.18462948,5.853949071,2.540317366
Eswatini,SWZ,2000,59.53182057,17.53185596,10.88187313,7.522161982,4.532288357
Eswatini,SWZ,2009,56.73544251,19.8964779,11.82847249,7.541733417,3.997873686
Eswatini,SWZ,2016,60.24750524,18.56515431,10.71364854,6.774691181,3.699000739
Ethiopia,ETH,1995,51.62762666,18.757224,13.35986842,9.909825969,6.345454954
Ethiopia,ETH,1999,39.4070049,21.47441726,16.76280201,13.23423132,9.121544517
Ethiopia,ETH,2004,39.31484718,21.38137493,16.88526688,13.04469853,9.373812478
Ethiopia,ETH,2010,41.67153045,21.34759248,16.34477128,12.61109307,8.025012719
Ethiopia,ETH,2015,43.01104185,21.20478907,16.34657035,12.09246845,7.345130281
